coin_id,avg_volume,date,volume,previous_volume,volume_change_percentage,spike_ratio
tether,67611715520.21396,2025-02-24,69068319787.74976,32463868405.947853,112.75443494311182,1.0215436667495934
tether,67611715520.21396,2025-02-24,68076597753.70762,39893686715.6718,70.64504025135504,1.0068757645020066
tether,67611715520.21396,2025-02-25,92220188126.78313,51572627275.84062,78.81615306029599,1.363967581908374
usd-coin,9033834414.854866,2024-12-27,6863084453.317016,3761333995.3059077,82.46410613580312,0.7597089052276231
usd-coin,9033834414.854866,2024-12-27,6706120921.577236,4445543866.365162,50.850404881065856,0.7423338323038075
usd-coin,9033834414.854866,2024-12-27,7434475680.934517,4453904354.704284,66.92041608576768,0.8229590381587657
usd-coin,9033834414.854866,2024-12-27,8163069122.4273405,3598066730.204547,126.87375567276588,0.9036106649247772
usd-coin,9033834414.854866,2024-12-28,7771299489.426089,4756379700.9702015,63.386860974133484,0.8602437384337357
usd-coin,9033834414.854866,2024-12-28,5899871426.69215,3838975265.5410933,53.683496730229095,0.653086071291128
usd-coin,9033834414.854866,2024-12-28,4489800459.62264,2228276173.680672,101.49210015589657,0.49699831250391263
usd-coin,9033834414.854866,2024-12-29,3862113687.395755,2520850369.361464,53.20678031255125,0.42751654613516643
usd-coin,9033834414.854866,2024-12-29,4396374296.27048,2553590209.7742586,72.1644404588756,0.48665650645989955
usd-coin,9033834414.854866,2024-12-29,4134789874.5505238,2146110957.853678,92.66431026873467,0.45770042760042684
usd-coin,9033834414.854866,2024-12-29,4493944982.63266,2606046385.2820325,72.4430159038138,0.4974570903406201
usd-coin,9033834414.854866,2024-12-29,4401692244.601597,2728441762.228639,61.326230434408004,0.4872451765734863
usd-coin,9033834414.854866,2024-12-29,4103796187.265992,1525460833.7679546,169.02009520162093,0.4542695824176142
usd-coin,9033834414.854866,2024-12-29,4705618522.425672,3065585264.792487,53.49821048752334,0.5208882857857065
usd-coin,9033834414.854866,2024-12-30,5938768935.497191,3884413199.578827,52.88715773443234,0.6573918297341962
usd-coin,9033834414.854866,2024-12-30,6740159450.282656,3011731233.8554564,123.7968439718396,0.7461017261064045
usd-coin,9033834414.854866,2024-12-30,8111787387.521625,4311708167.950651,88.13396156579738,0.8979340349855134
usd-coin,9033834414.854866,2024-12-30,9353111791.4271,5267389246.196761,77.56636835184285,1.0353423985774222
usd-coin,9033834414.854866,2024-12-30,10163574457.702555,5838599927.165994,74.07554181633861,1.1250565364569878
usd-coin,9033834414.854866,2024-12-31,10881768828.650837,6744082796.227774,61.3528356255862,1.2045570384550444
usd-coin,9033834414.854866,2024-12-31,11374454477.07249,5907134798.108454,92.55451019527688,1.2590948599156084
usd-coin,9033834414.854866,2024-12-31,9437391216.349745,5488255134.167275,71.95613151431354,1.0446717067152889
usd-coin,9033834414.854866,2025-01-01,7660323435.14468,4329166324.457604,76.94684983267378,0.8479592477971878
usd-coin,9033834414.854866,2025-01-01,6826478940.1284075,4275634753.8635044,59.66001150963458,0.7556568591630621
usd-coin,9033834414.854866,2025-01-02,5901229260.338246,3502889171.1383533,68.46748418307769,0.653236376641408
usd-coin,9033834414.854866,2025-01-02,8764278281.430382,5680397610.312725,54.28987339757505,0.9701614927786104
usd-coin,9033834414.854866,2025-01-03,8928959843.25417,4430144479.793985,101.55008225983167,0.9883909127857995
usd-coin,9033834414.854866,2025-01-03,8233700006.349077,5348419694.860851,53.946408025170726,0.9114291482706302
usd-coin,9033834414.854866,2025-01-03,7865614586.895681,4710067463.444726,66.99579460254978,0.8706839450103034
usd-coin,9033834414.854866,2025-01-03,7864112139.046597,4657281964.303317,68.85625992419357,0.8705176315956349
usd-coin,9033834414.854866,2025-01-03,8715682610.7015,5549663727.801013,57.048841843161256,0.9647821966240371
usd-coin,9033834414.854866,2025-01-04,8311103297.466434,5015409277.274139,65.71136746757175,0.9199973030056868
usd-coin,9033834414.854866,2025-01-04,8431378022.776812,5585053339.617753,50.96324976824418,0.933311109722423
usd-coin,9033834414.854866,2025-01-04,7608273455.465859,4557698601.521769,66.93235162425036,0.8421975770283244
usd-coin,9033834414.854866,2025-01-05,5338933832.493037,2672769110.55376,99.75290089262089,0.5909931029634453
usd-coin,9033834414.854866,2025-01-05,4599519348.590444,2781958861.7573767,65.33383767166512,0.5091436412678965
usd-coin,9033834414.854866,2025-01-05,4029333046.0220203,2149216159.06421,87.479189984149,0.44602688747497415
usd-coin,9033834414.854866,2025-01-06,4688783733.98277,2647722875.4301987,77.08740508656679,0.5190247594391066
usd-coin,9033834414.854866,2025-01-07,12572870847.178905,7512285232.515614,67.36413032827124,1.3917535201336648
usd-coin,9033834414.854866,2025-01-08,12863370685.42403,8128418997.128226,58.25181612769549,1.4239103900633858
